BSU number Source,Source,BSU number target,Target,beta.mean,var.exp.rank.mean,"prior (Interaction (0=novel, -1=recovered prior repression, 1=recovered prior activation)"
BSU26350,sknR,BSU09040,yhcD,-0.438,41296.48,0
BSU26350,sknR,BSU09740,yheF,-0.139,43176.155,0
BSU26350,sknR,BSU10580,yhjO,-0.554,12165.62,0
BSU26350,sknR,BSU10740,yisJ,-0.165,42087.735,0
BSU26350,sknR,BSU10820,yisQ,-0.318,41967.783,0
BSU26350,sknR,BSU11960,yjcR,-0.647,10227.65,0
BSU26350,sknR,BSU12130,yjfC,-0.588,5157.413,0
BSU26350,sknR,BSU12310,yjmB,-0.33,41345.323,0
BSU26350,sknR,BSU12880,ykcB,-0.261,35684.115,0
BSU26350,sknR,BSU13050,ykzH,-0.366,5557.972,0
BSU26350,sknR,BSU13299,ykzO,-0.386,41998.207,0
BSU26350,sknR,BSU13330,ykoL,-0.136,43265.36,0
BSU26350,sknR,BSU14072,ykzU,0.212,42481.893,0
BSU26350,sknR,BSU15069,ylzH,-0.233,42396.255,0
BSU26350,sknR,BSU17520,ynaD,0.219,42546.74,0
BSU26350,sknR,BSU17678,ynzJ,0.146,43098.315,0
BSU26350,sknR,BSU18270,ynzE,-0.262,37659.76,0
BSU26350,sknR,BSU18660,yoaM,-0.198,41842.745,0
BSU26350,sknR,BSU18870,yozI,0.252,40629.69,0
BSU26350,sknR,BSU18899,yozX,-0.352,32760.475,0
BSU26350,sknR,BSU18950,yozL,-0.459,10194.247,0
BSU26350,sknR,BSU19090,yobU,-0.14,43163.375,0
BSU26350,sknR,BSU19100,yobV,0.228,41727.455,0
BSU26350,sknR,BSU23630,yqkE,0.229,41859.98,0
BSU26350,sknR,BSU25900,cwlA,-0.397,41158.635,0
BSU26350,sknR,BSU25910,yqxH,-0.707,1808.95,0
BSU26350,sknR,BSU25930,yqcE,-0.791,1134.84,0
BSU26350,sknR,BSU25940,yqcD,-0.649,1761.145,0
BSU26350,sknR,BSU25950,yqcC,-0.48,40574.048,0
BSU26350,sknR,BSU25960,yqcB,-0.754,1567.935,0
BSU26350,sknR,BSU25970,yqcA,-0.723,2503.597,0
BSU26350,sknR,BSU25980,yqbT,-0.473,41267.062,0
BSU26350,sknR,BSU25990,yqbS,-0.619,2603.233,0
BSU26350,sknR,BSU26000,yqbR,-0.439,42278.79,0
BSU26350,sknR,BSU26010,yqbQ,-0.649,4067.485,0
BSU26350,sknR,BSU26020,yqbP,-0.649,9795.882,0
BSU26350,sknR,BSU26039,yqbN/1,-0.742,1333.91,0
BSU26350,sknR,BSU26040,yqbN/2,-0.652,1818.12,0
BSU26350,sknR,BSU26060,yqbM,-0.242,42921.082,0
BSU26350,sknR,BSU26075,yqbK,-0.665,2145.905,0
BSU26350,sknR,BSU26089,yqzN,-0.704,1639.72,0
BSU26350,sknR,BSU26090,yqbJ,-0.654,1913.08,0
BSU26350,sknR,BSU26100,yqbI,-0.454,39883.34,0
BSU26350,sknR,BSU26110,yqbH,-0.407,39415.22,0
BSU26350,sknR,BSU26130,yqbF,-0.344,40145.18,0
BSU26350,sknR,BSU26140,yqbE,-0.592,5524.212,0
BSU26350,sknR,BSU26150,yqbD,-0.299,34074.65,0
BSU26350,sknR,BSU26190,yqaT,-0.325,41876.207,0
BSU26350,sknR,BSU26220,yqaQ,-0.802,1689,0
BSU26350,sknR,BSU26250,yqaN,-0.26,36734.412,-1
BSU26350,sknR,BSU26259,yqzO,-0.488,2106.95,-1
BSU26350,sknR,BSU26260,yqaM,-0.858,1060.81,-1
BSU26350,sknR,BSU26270,yqaL,-0.501,40957.677,-1
BSU26350,sknR,BSU26280,yqaK,-0.863,964.15,-1
BSU26350,sknR,BSU26290,yqaJ,-0.82,1045.635,-1
BSU26350,sknR,BSU26300,yqaI,-0.531,40815.433,-1
BSU26350,sknR,BSU26310,yqaH,-0.81,1085.395,-1
BSU26350,sknR,BSU26320,yqaG,-0.782,1206.01,-1
BSU26350,sknR,BSU26330,yqdA,-0.797,1061.84,-1
BSU26350,sknR,BSU26340,yqaF,-0.747,1214.945,-1
BSU26350,sknR,BSU26410,yrkR,0.142,42501.125,0
BSU26350,sknR,BSU26480,yrkK,0.189,41256.145,0
BSU26350,sknR,BSU26540,yrkE,-0.147,44390.06,0
BSU26350,sknR,BSU26880,yraM,-0.362,37314.675,0
BSU26350,sknR,BSU33239,yvrJ,-0.201,39988.643,0
BSU26350,sknR,BSU33650,yvzC,-0.344,42536.515,0
BSU26350,sknR,BSU34460,levB,-0.488,3410.885,0
BSU26350,sknR,BSU36100,ywrD,-0.341,42013.332,0
BSU26350,sknR,BSU39339,yxzL,-0.272,42172.308,0
BSU34380,slrR,BSU12180,yjhA,-0.279,43751.46,0
BSU34380,slrR,BSU31860,yueB,-0.229,43501.412,0
BSU34380,slrR,BSU31875,yukB,-0.221,44214.285,0
BSU34380,slrR,BSU31890,yukC,-0.31,39271.34,0
BSU34380,slrR,BSU31900,yukD,-0.297,41030.46,0
BSU34380,slrR,BSU34830,yvzA,-0.308,41394.507,0
BSU34380,slrR,BSU34840,yvcB,-0.321,41246.482,0
BSU34380,slrR,BSU34850,yvcA,-0.288,42862.128,0
BSU34380,slrR,BSU35620,lytC,-0.198,39466.595,-1
BSU34380,slrR,BSU35630,lytB,-0.206,41285.713,-1
BSU34380,slrR,BSU35640,lytA,-0.249,28616.09,-1
BSU34380,slrR,BSU39320,yxiB,-0.201,41338.838,0
BSU13920,splA,BSU13930,splB,-0.691,163.92,-1
BSU13920,splA,BSU17900,sirA,-0.181,44741.827,0
BSU13920,splA,BSU19620,yodJ,-0.216,30359.005,0
BSU13920,splA,BSU29460,moaB,-0.246,28085.62,0
BSU13920,splA,BSU29480,ytxK,-0.309,10025.737,0
BSU13920,splA,BSU31360,yugK,-0.217,32220.86,0
BSU13920,splA,BSU37660,pta,-0.145,42982.543,0
BSU24220,spo0A,BSU00010,dnaA,-0.217,32237.505,-1
BSU24220,spo0A,BSU00020,dnaN,-0.273,40404.897,-1
BSU24220,spo0A,BSU00120,pdxT,-0.172,38128.71,0
BSU24220,spo0A,BSU00130,serS,-0.291,29963.075,0
BSU24220,spo0A,BSU00370,abrB,-0.343,25956.822,-1
BSU24220,spo0A,BSU00510,prs,0.111,35380.272,0
BSU24220,spo0A,BSU00640,spoIIE,0.618,13961.385,1
BSU24220,spo0A,BSU00650,yabS,0.376,13567.618,0
BSU24220,spo0A,BSU00820,lysS,-0.221,40345.738,0
BSU24220,spo0A,BSU01650,ybbC,0.247,25877.78,0
BSU24220,spo0A,BSU01660,nagZ,0.227,28881.195,0
BSU24220,spo0A,BSU01670,amiE,0.215,28197.745,0
BSU24220,spo0A,BSU01680,murP,0.198,35634.738,0
BSU24220,spo0A,BSU01910,skfA,0.719,1050.765,1
BSU24220,spo0A,BSU01920,skfB,0.629,1412.25,1
BSU24220,spo0A,BSU01935,skfC,0.646,1240.63,1
BSU24220,spo0A,BSU01950,skfE,0.601,1368.06,1
BSU24220,spo0A,BSU01960,skfF,0.577,1563.095,1
BSU24220,spo0A,BSU01970,skfG,0.639,1379.09,1
BSU24220,spo0A,BSU01980,skfH,0.605,1759.44,1
BSU24220,spo0A,BSU02120,ybeC,-0.556,23516.783,0
BSU24220,spo0A,BSU02230,purT,-0.28,39340.082,0
BSU24220,spo0A,BSU02440,glnK,-0.259,36117.467,0
BSU24220,spo0A,BSU02450,glnL,-0.242,43069.793,0
BSU24220,spo0A,BSU03130,nadE,-0.325,16572.463,0
BSU24220,spo0A,BSU03200,putB,0.563,1290.668,1
BSU24220,spo0A,BSU03210,putC,0.569,1576.345,1
BSU24220,spo0A,BSU05940,tsaD,-0.226,39705.59,0
BSU24220,spo0A,BSU07350,yfmT,0.119,43103.845,0
BSU24220,spo0A,BSU08650,fabL,-0.282,22822.522,0
BSU24220,spo0A,BSU08670,ygaB,0.603,2561.195,0
BSU24220,spo0A,BSU09370,lytF,0.301,17992.033,0
BSU24220,spo0A,BSU09420,lytE,-0.127,44185.815,-1
BSU24220,spo0A,BSU09940,yhaL,-0.157,38914.863,0
BSU24220,spo0A,BSU10300,aprE,0.393,23254.47,0
BSU24220,spo0A,BSU10380,hemAT,0.441,25541.625,0
BSU24220,spo0A,BSU10680,gerPE,0.25,36779.93,0
BSU24220,spo0A,BSU10690,gerPD,0.205,37465.717,0
BSU24220,spo0A,BSU10700,gerPC,0.225,38834.475,0
BSU24220,spo0A,BSU10710,gerPB,0.203,40254.88,0
BSU24220,spo0A,BSU10730,yisI,0.534,10803.68,0
BSU24220,spo0A,BSU11040,yitM,0.469,11741.907,0
BSU24220,spo0A,BSU11070,yitP,0.232,39367.908,0
BSU24220,spo0A,BSU11310,comZ,-0.396,15769.952,-1
BSU24220,spo0A,BSU12120,yjfB,0.301,35861.125,0
BSU24220,spo0A,BSU12850,ykaA,-0.293,23099.263,-1
BSU24220,spo0A,BSU12860,steT,-0.298,37365.527,0
BSU24220,spo0A,BSU13680,motB,0.237,16761.505,0
BSU24220,spo0A,BSU13690,motA,0.25,10936.153,0
BSU24220,spo0A,BSU13950,mcpC,0.308,29597.91,0
BSU24220,spo0A,BSU14010,cheV,0.254,27748.268,0
BSU24220,spo0A,BSU14120,abbA,0.317,24289.715,1
BSU24220,spo0A,BSU14490,kinC,-0.444,4470.858,1
BSU24220,spo0A,BSU14500,ykqA,-0.186,42733.408,0
BSU24220,spo0A,BSU14590,pdhB,-0.272,26806.568,0
BSU24220,spo0A,BSU14600,pdhC,-0.614,5580.667,0
BSU24220,spo0A,BSU14610,pdhD,-0.649,2444.727,0
BSU24220,spo0A,BSU15300,bpr,0.461,17674.577,0
BSU24220,spo0A,BSU15310,spoIIGA,0.619,1947.005,1
BSU24220,spo0A,BSU15320,sigE,0.767,1754.67,1
BSU24220,spo0A,BSU15330,sigG,0.471,9825.56,0
BSU24220,spo0A,BSU16210,fliF,-0.337,38879.158,-1
BSU24220,spo0A,BSU16220,fliG,-0.36,35891.298,-1
BSU24220,spo0A,BSU16230,fliH,-0.363,35405.073,-1
BSU24220,spo0A,BSU16240,fliI,-0.416,24748.298,-1
BSU24220,spo0A,BSU16250,fliJ,-0.342,40271.76,-1
BSU24220,spo0A,BSU16260,ylxF,-0.356,35991.32,-1
BSU24220,spo0A,BSU16270,fliK,-0.444,25513.335,-1
BSU24220,spo0A,BSU16280,flgD,-0.449,30178.28,-1
BSU24220,spo0A,BSU16290,flgE,-0.382,27966.67,-1
BSU24220,spo0A,BSU16300,fliL,-0.54,16279.295,-1
BSU24220,spo0A,BSU16310,fliM,-0.526,14816.827,-1
BSU24220,spo0A,BSU16320,fliY,-0.579,14120.705,-1
BSU24220,spo0A,BSU16340,fliZ,-0.668,17613.583,-1
BSU24220,spo0A,BSU16350,fliP,-0.563,16244.458,-1
BSU24220,spo0A,BSU16360,fliQ,-0.531,16295.048,-1
BSU24220,spo0A,BSU16370,fliR,-0.518,27790.713,-1
BSU24220,spo0A,BSU16380,flhB,-0.541,10646.983,-1
BSU24220,spo0A,BSU16390,flhA,-0.505,12790.962,-1
BSU24220,spo0A,BSU16400,flhF,-0.48,13409.163,-1
BSU24220,spo0A,BSU16410,flhG,-0.382,29015.355,-1
BSU24220,spo0A,BSU16420,cheB,-0.457,19077.235,-1
BSU24220,spo0A,BSU16430,cheA,-0.482,11504.91,-1
BSU24220,spo0A,BSU16440,cheW,-0.439,14577.767,-1
BSU24220,spo0A,BSU16450,cheC,-0.505,10377.847,-1
BSU24220,spo0A,BSU16460,cheD,-0.453,9369.525,-1
BSU24220,spo0A,BSU16470,sigD,-0.393,43543.56,-1
BSU24220,spo0A,BSU16480,swrB,-0.492,42709.732,-1
BSU24220,spo0A,BSU17890,tkt,-0.409,5432.995,-1
BSU24220,spo0A,BSU17900,sirA,0.799,5058.363,1
BSU24220,spo0A,BSU18410,ggt,0.258,31990.99,0
BSU24220,spo0A,BSU18820,yobB,0.278,41527.04,0
BSU24220,spo0A,BSU19640,yodL,0.501,19686.952,0
BSU24220,spo0A,BSU22220,yprA,-0.277,34133.705,0
BSU24220,spo0A,BSU22270,yppE,0.583,12816.788,1
BSU24220,spo0A,BSU22280,yppD,0.76,4620.068,1
BSU24220,spo0A,BSU23190,dacB,-0.145,33348.825,0
BSU24220,spo0A,BSU23450,sigF,0.752,1054.605,1
BSU24220,spo0A,BSU23460,spoIIAB,0.73,909.925,1
BSU24220,spo0A,BSU23470,spoIIAA,0.757,910.28,1
BSU24220,spo0A,BSU24930,yqzD,-0.382,20376.377,-1
BSU24220,spo0A,BSU24940,yqzC,-0.28,37296.86,-1
BSU24220,spo0A,BSU27370,yrrL,-0.462,3691.4,-1
BSU24220,spo0A,BSU27700,yrbF,-0.19,41125.923,0
BSU24220,spo0A,BSU28060,spoIIB,0.629,2071.562,0
BSU24220,spo0A,BSU28890,yscB,0.254,35367.147,0
BSU24220,spo0A,BSU28960,ytxC,-0.245,32340.295,0
BSU24220,spo0A,BSU29050,ytbE,-0.256,40496.027,0
BSU24220,spo0A,BSU29200,accA,0.474,41829.122,1
BSU24220,spo0A,BSU29210,accD,0.365,43423.085,1
BSU24220,spo0A,BSU29630,refZ,0.894,1206.155,1
BSU24220,spo0A,BSU30790,menE,-0.21,42815.48,0
BSU24220,spo0A,BSU30800,menB,-0.387,30594.592,0
BSU24220,spo0A,BSU30940,glgP,0.321,40058.505,0
BSU24220,spo0A,BSU30950,glgA,0.309,40100.915,0
BSU24220,spo0A,BSU30960,glgD,0.3,39720.66,0
BSU24220,spo0A,BSU30970,glgC,0.306,39340.22,0
BSU24220,spo0A,BSU30980,glgB,0.272,40107.36,0
BSU24220,spo0A,BSU31240,mcpA,0.215,9748.405,0
BSU24220,spo0A,BSU31440,patB,-0.205,38179.728,0
BSU24220,spo0A,BSU31600,mrpA,-0.193,43211.975,0
BSU24220,spo0A,BSU31670,yuxO,0.208,43078.952,0
BSU24220,spo0A,BSU31740,yuxH,-0.695,4297.523,-1
BSU24220,spo0A,BSU32760,yusD,0.512,17664.66,1
BSU24220,spo0A,BSU33140,yvqJ,0.212,42995.357,0
BSU24220,spo0A,BSU33770,sdpC,0.235,40128.963,1
BSU24220,spo0A,BSU35250,ftsX,-0.572,4713.545,-1
BSU24220,spo0A,BSU35260,ftsE,-0.532,5310.618,-1
BSU24220,spo0A,BSU35360,hag,0.414,13073.72,0
BSU24220,spo0A,BSU35510,yvyE,-0.271,34198.918,-1
BSU24220,spo0A,BSU35520,tagV,-0.193,39811.647,-1
BSU24220,spo0A,BSU35780,lytD,0.347,42180.05,0
BSU24220,spo0A,BSU35860,pgdS,0.325,35828.65,0
BSU24220,spo0A,BSU36390,flhP,0.214,42705.022,0
BSU24220,spo0A,BSU37030,racA,0.76,9984.247,1
BSU24220,spo0A,BSU37140,ywjG,-0.359,20891.897,0
BSU24220,spo0A,BSU37640,lipL,-0.281,35709.39,0
BSU24220,spo0A,BSU37970,ung,-0.251,39508.853,0
BSU24220,spo0A,BSU38070,sacT,0.558,7992.83,0
BSU24220,spo0A,BSU38080,ywcI,0.559,1830.31,0
BSU24220,spo0A,BSU38130,ywcE,0.265,43751.195,0
BSU24220,spo0A,BSU38290,thiE,-0.227,35008.09,0
BSU24220,spo0A,BSU38300,thiM,-0.218,31930.45,0
BSU24220,spo0A,BSU38500,dltA,-0.363,22990.627,-1
BSU24220,spo0A,BSU38510,dltB,-0.32,25323.85,-1
BSU24220,spo0A,BSU38520,dltC,-0.355,21690.445,-1
BSU24220,spo0A,BSU38530,dltD,-0.394,17126.73,-1
BSU24220,spo0A,BSU38540,dltE,-0.446,7857.592,-1
BSU24220,spo0A,BSU39880,yxbC,0.513,9439.942,1
BSU24220,spo0A,BSU40320,rocF,-0.257,31064.345,-1
BSU24220,spo0A,BSU40330,rocE,-0.225,31464.202,-1
BSU24220,spo0A,BSU40370,walJ,-0.229,35188.073,0
BSU24220,spo0A,BSU40380,yycI,-0.174,42836.753,0
BSU24220,spo0A,BSU40390,yycH,-0.178,42343.925,0
BSU36420,spoIIID,BSU00230,bofA,-0.424,7641.43,-1
BSU36420,spoIIID,BSU00560,spoVT,-0.18,39497.28,0
BSU36420,spoIIID,BSU00600,yabP,-0.296,31979.327,-1
BSU36420,spoIIID,BSU00610,yabQ,-0.266,31673.105,-1
BSU36420,spoIIID,BSU02240,mpr,0.126,41143.147,0
BSU36420,spoIIID,BSU03090,ycgF,-0.396,17078.103,-1
BSU36420,spoIIID,BSU10790,asnO,0.171,37020.312,1
BSU36420,spoIIID,BSU12090,cotT,0.216,14197.577,1
BSU36420,spoIIID,BSU13840,stoA,-0.275,27046.535,-1
BSU36420,spoIIID,BSU15210,spoVE,-0.161,43113.055,-1
BSU36420,spoIIID,BSU16710,mlpA,-0.116,43565.668,0
BSU36420,spoIIID,BSU22520,ypjB,-0.326,35221.842,-1
BSU36420,spoIIID,BSU23170,spmB,-0.177,40767.115,0
BSU36420,spoIIID,BSU25060,yqfZ,-0.498,6745.193,-1
BSU36420,spoIIID,BSU25070,ispG,-0.255,23313.717,-1
BSU36420,spoIIID,BSU25350,yqfD,-0.144,43047.887,-1
BSU36420,spoIIID,BSU25760,spoIVCB,0.313,3903.345,1
BSU36420,spoIIID,BSU25770,spoIVCA,0.149,43587.75,1
BSU36420,spoIIID,BSU27970,spoIVFB,-0.258,30566.68,-1
BSU36420,spoIIID,BSU27980,spoIVFA,-0.185,37510.662,-1
BSU36420,spoIIID,BSU28960,ytxC,-0.344,30479.127,0
BSU00560,spoVT,BSU03700,gerKA,-0.168,42720.993,-1
BSU00560,spoVT,BSU03720,gerKB,-0.231,35554.857,-1
BSU00560,spoVT,BSU09350,yhdB,0.251,20291.053,0
BSU00560,spoVT,BSU11139,yizC,0.183,38588.03,0
BSU00560,spoVT,BSU12080,ctaO,0.223,40762.107,0
BSU00560,spoVT,BSU13400,ykoU,0.165,41948.59,1
BSU00560,spoVT,BSU13410,ykoV,0.162,39738.558,1
BSU00560,spoVT,BSU17240,ymzB,0.186,43331.628,0
BSU00560,spoVT,BSU22019,ypzF,0.348,21245.263,0
BSU00560,spoVT,BSU23420,spoVAC,0.111,43157.577,1
BSU00560,spoVT,BSU23430,spoVAB,0.174,41150.68,1
BSU00560,spoVT,BSU23440,spoVAA,0.13,42059.735,1
BSU00560,spoVT,BSU24230,spoIVB,0.096,43282.442,1
BSU00560,spoVT,BSU33050,gerAA,-0.168,41820.82,-1
BSU00560,spoVT,BSU33060,gerAB,-0.179,40695.488,-1
BSU00560,spoVT,BSU33070,gerAC,-0.192,38629.105,-1
BSU11500,spx,BSU00530,spoVC,0.274,43222.787,0
BSU11500,spx,BSU00730,cysK,0.352,3947.685,1
BSU11500,spx,BSU03480,srfAA,-0.241,19621.673,-1
BSU11500,spx,BSU03490,srfAB,-0.248,17966.577,-1
BSU11500,spx,BSU03500,comS,-0.264,14241.73,-1
BSU11500,spx,BSU03510,srfAC,-0.216,31006.583,-1
BSU11500,spx,BSU03880,yczG,0.346,20760.018,0
BSU11500,spx,BSU09800,yheA,0.283,31107.895,0
BSU11500,spx,BSU11140,yitU,0.255,33606.47,0
BSU11500,spx,BSU12830,spoIISA,0.297,22474.107,0
BSU11500,spx,BSU14560,ykrB,0.25,32598.25,0
BSU11500,spx,BSU14740,ylaD,0.296,41137.287,1
BSU11500,spx,BSU17360,ymzA,0.337,41453.177,0
BSU11500,spx,BSU21680,msrB,0.18,39812.173,1
BSU11500,spx,BSU21690,msrA,0.271,16005.155,1
BSU11500,spx,BSU22590,ypiA,0.298,42459.205,0
BSU11500,spx,BSU22970,ypbH,0.469,11577,0
BSU11500,spx,BSU22980,ypbG,0.2,35724.475,0
BSU11500,spx,BSU23620,yqkF,0.181,42480.433,0
BSU11500,spx,BSU23630,yqkE,0.249,42796.22,0
BSU11500,spx,BSU27240,yrhC,0.294,26121.347,1
BSU11500,spx,BSU27250,mccB,0.354,6856.075,1
BSU11500,spx,BSU27260,mccA,0.395,3861.948,1
BSU11500,spx,BSU27270,mtnN,0.453,4564.265,1
BSU11500,spx,BSU27280,yrrT,0.319,19708.132,1
BSU11500,spx,BSU28500,trxA,0.17,30282.307,1
BSU11500,spx,BSU29030,ytcD,0.269,41936.253,0
BSU11500,spx,BSU29490,tpx,0.196,29521.815,1
BSU11500,spx,BSU30340,ytvA,0.331,13260.27,1
BSU11500,spx,BSU30580,ytmA,0.333,40260.825,0
BSU11500,spx,BSU31030,yuaE,0.388,20883.982,0
BSU11500,spx,BSU31370,yugJ,0.273,11983.022,1
BSU11500,spx,BSU34790,trxB,0.266,15639.63,1
BSU11500,spx,BSU36580,ywnF,0.256,29644.74,0
BSU11500,spx,BSU38110,nfrA,0.361,5163.51,1
BSU11500,spx,BSU39029,yxiT/1,0.173,41193.872,0
BSU11500,spx,BSU40820,yyaL,0.188,43001.45,0
BSU13310,tnrA,BSU03310,nasC,0.478,35986.912,1
BSU13310,tnrA,BSU03320,nasB,0.482,39537.668,1
BSU13310,tnrA,BSU03330,nasA,0.503,39828.005,1
BSU13310,tnrA,BSU04050,ycsF,0.231,27539.083,1
BSU13310,tnrA,BSU04060,ycsG,0.272,5394.498,1
BSU13310,tnrA,BSU04070,ycsI,0.296,2987.227,1
BSU13310,tnrA,BSU04080,kipI,0.277,4131.578,1
BSU13310,tnrA,BSU04090,kipA,0.271,16641.327,1
BSU13310,tnrA,BSU11460,oppD,0.112,41933.213,1
BSU13310,tnrA,BSU11470,oppF,0.145,38686.857,1
BSU13310,tnrA,BSU13560,mtnK,-0.151,42140.43,0
BSU13310,tnrA,BSU13570,mtnU,-0.261,31508.678,0
BSU13310,tnrA,BSU13590,mtnW,-0.147,41129.812,0
BSU13310,tnrA,BSU13610,mtnB,-0.139,43993.098,0
BSU13310,tnrA,BSU18550,yoaC,-0.179,42916.942,0
BSU13310,tnrA,BSU18560,yoaD,-0.202,41881.565,0
BSU13310,tnrA,BSU19170,yocD,-0.288,21533.05,0
BSU13310,tnrA,BSU19580,yodF,-0.28,12119.715,-1
BSU13310,tnrA,BSU22020,ypbS,-0.175,38785.87,0
BSU13310,tnrA,BSU23070,serA,-0.357,10003.815,0
BSU13310,tnrA,BSU28240,ysoA,-0.209,37554.643,0
BSU13310,tnrA,BSU28250,leuD,-0.274,7101.995,-1
BSU13310,tnrA,BSU28260,leuC,-0.273,6444.045,-1
BSU13310,tnrA,BSU28270,leuB,-0.288,5513.398,-1
BSU13310,tnrA,BSU28280,leuA,-0.288,5533.142,-1
BSU13310,tnrA,BSU28290,ilvC,-0.291,11974.997,-1
BSU13310,tnrA,BSU28300,ilvH,-0.267,11865.487,-1
BSU13310,tnrA,BSU28310,ilvB,-0.328,3204.135,-1
BSU13310,tnrA,BSU29750,aroA,-0.357,18950.228,0
BSU13310,tnrA,BSU30360,yttA,-0.181,38316.83,-1
BSU13310,tnrA,BSU32430,pucJ,0.19,27250.225,1
BSU13310,tnrA,BSU32440,pucK,0.253,13946.3,1
BSU13310,tnrA,BSU32450,pucL,0.129,44417.798,1
BSU13310,tnrA,BSU36100,ywrD,0.292,16681.077,1
BSU13310,tnrA,BSU36510,nrgA,0.69,9775.68,1
BSU13310,tnrA,BSU36660,ureA,0.126,43047.625,1
BSU13310,tnrA,BSU38850,yxkC,-0.124,40968.688,-1
BSU07820,treR,BSU05800,pbuE,-0.226,37244.003,0
BSU07820,treR,BSU07800,treP,-0.963,306.785,-1
BSU07820,treR,BSU07810,treA,-0.898,233.545,-1
BSU07820,treR,BSU31670,yuxO,0.163,41154.425,0
BSU07820,treR,BSU40070,gntP,-0.17,42205.02,0
BSU40410,walR,BSU06250,ydjM,0.699,1199.26,1
BSU40410,walR,BSU06260,ydjN,0.729,1296.135,0
BSU40410,walR,BSU09420,lytE,0.338,7214.055,1
BSU40410,walR,BSU12100,pdaC,-0.235,25333.507,-1
BSU40410,walR,BSU13820,ykvT,0.195,41593.598,1
BSU40410,walR,BSU14620,slp,0.333,35314.357,0
BSU40410,walR,BSU18380,iseA,-0.631,1731.96,-1
BSU40410,walR,BSU19130,yocA,0.147,43510.772,0
BSU40410,walR,BSU19210,yocH,0.67,1382.4,1
BSU40410,walR,BSU19440,yojI,0.286,24069.55,0
BSU40410,walR,BSU29920,ytmP,0.197,38563.765,0
BSU40410,walR,BSU34800,cwlO,0.513,2789.605,1
BSU40410,walR,BSU35720,tagF,0.17,41986.378,1
BSU40410,walR,BSU35730,tagE,0.211,31640.705,1
BSU40410,walR,BSU35740,tagD,0.395,9226.688,1
BSU40410,walR,BSU35750,tagA,0.323,23442.478,1
BSU40410,walR,BSU35760,tagB,0.339,14326.33,1
BSU40410,walR,BSU36270,ywqB,0.219,31394.123,0
BSU40410,walR,BSU36780,ywzB,0.252,32640.037,0
BSU40410,walR,BSU36880,atpI,0.209,39291.67,0
BSU12560,xpf,BSU02200,ybfG,0.78,824.56,0
BSU12560,xpf,BSU12460,xlyB,0.886,709.76,0
BSU12560,xpf,BSU12539,ykzK,0.303,39628.19,0
BSU12560,xpf,BSU12540,xkdD,0.223,37706.368,0
BSU12560,xpf,BSU12570,xtmA,0.972,130.605,1
BSU12560,xpf,BSU12580,xtmB,0.968,147.35,1
BSU12560,xpf,BSU12590,xkdE,0.977,99.15,1
BSU12560,xpf,BSU12600,xkdF,0.986,19.83,1
BSU12560,xpf,BSU12610,xkdG,0.986,23.445,1
BSU12560,xpf,BSU12619,ykzL,0.983,38.26,0
BSU12560,xpf,BSU12620,xkdH,0.985,26.515,1
BSU12560,xpf,BSU12630,xkdI,0.987,19.445,1
BSU12560,xpf,BSU12640,xkdJ,0.978,54.185,1
BSU12560,xpf,BSU12649,ykzM,0.931,189.655,0
BSU12560,xpf,BSU12650,xkdK,0.984,28.89,1
BSU12560,xpf,BSU12660,xkdM,0.981,42.625,1
BSU12560,xpf,BSU12671,xkdN,0.695,4833.3,0
BSU12560,xpf,BSU12672,xkzB,0.874,350.13,0
BSU12560,xpf,BSU12680,xkdO,0.963,165.485,0
BSU12560,xpf,BSU12690,xkdP,0.934,206.67,0
BSU12560,xpf,BSU12700,xkdQ,0.974,97.49,0
BSU12560,xpf,BSU12710,xkdR,0.935,199.765,0
BSU12560,xpf,BSU12720,xkdS,0.971,116.71,0
BSU12560,xpf,BSU12730,xkdT,0.959,199.045,0
BSU12560,xpf,BSU12740,xkdU,0.959,205.695,0
BSU12560,xpf,BSU12749,xkzA,0.966,177.54,0
BSU12560,xpf,BSU12750,xkdV,0.87,591.205,0
BSU12560,xpf,BSU12760,xkdW,0.965,170.92,0
BSU12560,xpf,BSU12770,xkdX,0.947,183.44,0
BSU12560,xpf,BSU12780,xepA,0.972,107.94,0
BSU12560,xpf,BSU12790,xhlA,0.932,334.24,0
BSU12560,xpf,BSU12800,xhlB,0.96,223.405,0
BSU12560,xpf,BSU12810,xlyA,0.916,439.83,0
BSU12560,xpf,BSU14071,fadG,0.535,7731.163,0
BSU12560,xpf,BSU14072,ykzU,0.263,31783.265,0
BSU12560,xpf,BSU25950,yqcC,0.324,40603.855,0
BSU12510,xre,BSU12519,yjzJ,-0.426,40778.692,0
BSU12510,xre,BSU12520,xkdB,-0.765,1393.87,-1
BSU12510,xre,BSU12530,xkdC,-0.766,1093.79,-1
BSU12510,xre,BSU12539,ykzK,-0.608,7611.762,0
BSU12510,xre,BSU12540,xkdD,-0.7,2149.855,-1
BSU12510,xre,BSU12550,xtrA,-0.618,1977.125,-1
BSU12510,xre,BSU12560,xpf,-0.8,844.115,0
BSU12510,xre,BSU35770,tagC,-0.156,43280.57,0
BSU17590,xylR,BSU11928,yjzF,-0.169,43144.537,0
BSU17590,xylR,BSU11929,yjzG,-0.174,43383.52,0
BSU17590,xylR,BSU17570,xynP,-0.642,1132.15,-1
BSU17590,xylR,BSU17580,xynB,-0.617,1014.375,-1
